eta,eps_star,sem,n_replicas,n_configurations
0.7,0.033659041684966584,0.0037678959367038536,2,4
0.775,0.016140339210292405,0.0017292947737322442,2,4
0.8,0.009426463024127228,0.001516145536775486,2,4
